Ligne;Direction;Description;Séquence;Arrêt;Description;Distance Inter-Arrêts
11;2.0;SENDETS Mairie > GAN Le Neez;3.0;LAPEYR_1;Lapeyrade;734.0
8;1.0;IDRON Mairie > POEY-DE-LESCAR ZA D817;20.0;PLAWRE_2;Parc Lawrance;302.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;16.0;VELLED_N;Velleda;369.0
11;2.0;SENDETS Mairie > GAN Le Neez;4.0;LQUIND_1;La Quinda;406.0
8;1.0;IDRON Mairie > POEY-DE-LESCAR ZA D817;21.0;PDEXPO_2;Parc des Expos;284.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;19.0;AZNAR_2;Aznar;248.0
11;2.0;SENDETS Mairie > GAN Le Neez;6.0;LD817_1;Lée D817;1352.0
8;1.0;IDRON Mairie > POEY-DE-LESCAR ZA D817;28.0;SULLY_2;Sully;302.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;24.0;AUBISQ_2;Aubisque;283.0
11;2.0;SENDETS Mairie > GAN Le Neez;7.0;OUSSER_1;Oussère;635.0
8;1.0;IDRON Mairie > POEY-DE-LESCAR ZA D817;32.0;PDAMER_E;Prix d'Amérique;384.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;25.0;FRENES_2;Frênes;419.0
11;2.0;SENDETS Mairie > GAN Le Neez;8.0;SMARC_1;St Marc;456.0
8;1.0;IDRON Mairie > POEY-DE-LESCAR ZA D817;38.0;LJMONO_2;Lycée J. Monod;689.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;30.0;PLAISA_2;Plaisance;195.0
11;2.0;SENDETS Mairie > GAN Le Neez;12.0;AVIATI_1;Aviation;343.0
8;1.0;IDRON Mairie > POEY-DE-LESCAR ZA D817;39.0;BGRAND_E;Bie Grande;358.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;32.0;BGRAND_O;Bie Grande;347.0
11;2.0;SENDETS Mairie > GAN Le Neez;18.0;NPRINC_N;Norman Prince;500.0
8;1.0;IDRON Mairie > POEY-DE-LESCAR ZA D817;41.0;TOUZAN_2;Touzanne;345.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;34.0;AUBEPI_2;Aubépines;323.0
11;2.0;SENDETS Mairie > GAN Le Neez;22.0;BOSQQC_C;PAU Bosquet Quai C;389.0
8;1.0;IDRON Mairie > POEY-DE-LESCAR ZA D817;43.0;CARIBE_2;Caribette;1253.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;35.0;PEURAL_2;Euralis;633.0
11;2.0;SENDETS Mairie > GAN Le Neez;23.0;LHMEDI_N;Les Halles Médiathèque;448.0
8;2.0;LESCAR Collège S. Palay > IDRON Mairie;6.0;LJMONO_1;Lycée J. Monod;531.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;36.0;LABADO_2;Labadot;855.0
11;2.0;SENDETS Mairie > GAN Le Neez;26.0;GRAMON_2;Pl. Gramont;233.0
8;2.0;LESCAR Collège S. Palay > IDRON Mairie;8.0;BERNAT_1;Bernat;649.0
13;1.0;LESCAR Soleil > PAU  EFS;1.0;LSOLQO_O;LESCAR Soleil;0.0
11;2.0;SENDETS Mairie > GAN Le Neez;28.0;ROUSSI_O;Roussille;234.0
8;2.0;LESCAR Collège S. Palay > IDRON Mairie;10.0;BILAA_1;Bilaa;391.0
13;1.0;LESCAR Soleil > PAU  EFS;5.0;EGLISE_O;Eglise;715.0
11;2.0;SENDETS Mairie > GAN Le Neez;29.0;BARTHE_O;Barthe;233.0
8;2.0;LESCAR Collège S. Palay > IDRON Mairie;12.0;PDAMER_O;Prix d'Amérique;413.0
13;1.0;LESCAR Soleil > PAU  EFS;6.0;LARROU_S;Larrouy;320.0
11;2.0;SENDETS Mairie > GAN Le Neez;31.0;CGABAR_2;Collège E. Gabard;599.0
8;2.0;LESCAR Collège S. Palay > IDRON Mairie;13.0;EGLISE_O;Eglise;715.0
13;1.0;LESCAR Soleil > PAU  EFS;7.0;MDLONS_E;Mairie de Lons;460.0
11;2.0;SENDETS Mairie > GAN Le Neez;32.0;PDOLY_2;Pont d'Oly;627.0
8;2.0;LESCAR Collège S. Palay > IDRON Mairie;14.0;LARROU_S;Larrouy;320.0
13;1.0;LESCAR Soleil > PAU  EFS;12.0;LAFFIT_S;Laffitte;578.0
11;2.0;SENDETS Mairie > GAN Le Neez;34.0;ZAVGAL_2;ZA Vert Galant;652.0
8;2.0;LESCAR Collège S. Palay > IDRON Mairie;19.0;CDESTE_1;Château d'Este;654.0
13;1.0;LESCAR Soleil > PAU  EFS;16.0;CUNIQD_D;Condorcet - Université Quai D;672.0
11;2.0;SENDETS Mairie > GAN Le Neez;35.0;BOURDI_2;Bourdieu;479.0
8;2.0;LESCAR Collège S. Palay > IDRON Mairie;20.0;LAYGUE_1;L'Ayguette;342.0
13;1.0;LESCAR Soleil > PAU  EFS;20.0;JVERNE_S;Jules Verne;415.0
11;2.0;SENDETS Mairie > GAN Le Neez;36.0;LOUSTA_2;Loustalot;517.0
8;2.0;LESCAR Collège S. Palay > IDRON Mairie;21.0;LAPLAC_1;Laplace;166.0
13;1.0;LESCAR Soleil > PAU  EFS;28.0;SJELIS_S;Ste Jeanne Elisabeth;707.0
11;2.0;SENDETS Mairie > GAN Le Neez;38.0;FROMAG_2;Fromagerie;570.0
8;2.0;LESCAR Collège S. Palay > IDRON Mairie;26.0;PHOEBU_1;Gaston Phoebus;294.0
13;1.0;LESCAR Soleil > PAU  EFS;33.0;BLANQU_N;Blanqui;257.0
11;2.0;SENDETS Mairie > GAN Le Neez;46.0;GLNE_1/2;GAN Le Neez;439.0
8;2.0;LESCAR Collège S. Palay > IDRON Mairie;28.0;PDJUST_1;Palais de Justice;255.0
13;1.0;LESCAR Soleil > PAU  EFS;37.0;EFS_1/2;PAU EFS;447.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;2.0;LQLIQE_E;LESCAR Quartier Libre;391.0
8;2.0;LESCAR Collège S. Palay > IDRON Mairie;29.0;GUICHE_1;Guichenné;349.0
13;2.0;PAU EFS > LESCAR Soleil;3.0;HIBISC_O;Hibiscus;610.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;3.0;LSOLQE_E;LESCAR Soleil;348.0
8;2.0;LESCAR Collège S. Palay > IDRON Mairie;32.0;GINOT_2;Ginot;653.0
13;2.0;PAU EFS > LESCAR Soleil;9.0;PEBOUE_N;Péboué;609.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;5.0;LABADO_1;Labadot;444.0
8;2.0;LESCAR Collège S. Palay > IDRON Mairie;33.0;SNAUTI_2;Stade Nautique;287.0
13;2.0;PAU EFS > LESCAR Soleil;11.0;RPOINT_N;Rond-point;547.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;8.0;CHARRE_S;Charreteur;540.0
8;2.0;LESCAR Collège S. Palay > IDRON Mairie;35.0;LAVAND_2;Lavandières;458.0
13;2.0;PAU EFS > LESCAR Soleil;12.0;PPDPQC_C;PAU Porte des Pyrénées Quai C;606.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;10.0;SCATHE_O;Ste Catherine;248.0
8;2.0;LESCAR Collège S. Palay > IDRON Mairie;38.0;RDIDRO_2;Route d'Idron;160.0
13;2.0;PAU EFS > LESCAR Soleil;15.0;NPRINC_N;Norman Prince;500.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;11.0;BGRAND_E;Bie Grande;853.0
8;2.0;LESCAR Collège S. Palay > IDRON Mairie;39.0;HAMEAU_2;Hameau;232.0
13;2.0;PAU EFS > LESCAR Soleil;18.0;JVERNE_N;Jules Verne;263.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;15.0;BIDOU_1;Bidou;534.0
8;2.0;POEY-DE-LESCAR ZA D817 > IDRON Mairie;1.0;PDLZ_1/2;POEY DE LESCAR ZA D817;0.0
13;2.0;PAU EFS > LESCAR Soleil;19.0;DARSON_N;D'Arsonval;364.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;16.0;PONTER_1;Ponterique;303.0
8;2.0;POEY-DE-LESCAR ZA D817 > IDRON Mairie;6.0;TOUZAN_1;Touzanne;359.0
13;2.0;PAU EFS > LESCAR Soleil;21.0;CDPARI_E;Commune de Paris;256.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;17.0;TEULER_1;Teulère;328.0
8;2.0;POEY-DE-LESCAR ZA D817 > IDRON Mairie;25.0;VIGNES_1;Vignes;213.0
13;2.0;PAU EFS > LESCAR Soleil;23.0;LSJPER_N;Lycée St John Perse;609.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;21.0;CLOHAR_1;Cloharé;591.0
8;2.0;POEY-DE-LESCAR ZA D817 > IDRON Mairie;26.0;CDESTE_1;Château d'Este;654.0
13;2.0;PAU EFS > LESCAR Soleil;25.0;BIDASS_O;Bidassoa;392.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;24.0;AZNAR_1;Aznar;387.0
8;2.0;POEY-DE-LESCAR ZA D817 > IDRON Mairie;28.0;LAPLAC_1;Laplace;166.0
13;2.0;PAU EFS > LESCAR Soleil;26.0;LAFFIT_N;Laffitte;295.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;26.0;TAINE_1;Taine;272.0
8;2.0;POEY-DE-LESCAR ZA D817 > IDRON Mairie;36.0;GUICHE_1;Guichenné;349.0
13;2.0;PAU EFS > LESCAR Soleil;27.0;SANTON_N;Santona;619.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;38.0;TOURAS_S;Tourasse;219.0
8;2.0;POEY-DE-LESCAR ZA D817 > IDRON Mairie;38.0;F-BABE_2;Barthou - Beaumont;243.0
13;2.0;PAU EFS > LESCAR Soleil;31.0;MDLONS_O;Mairie de Lons;809.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;41.0;PPDPQB_B;PAU Porte des Pyrénées Quai B;374.0
8;2.0;POEY-DE-LESCAR ZA D817 > IDRON Mairie;40.0;SNAUTI_2;Stade Nautique;287.0
13;2.0;PAU EFS > LESCAR Soleil;36.0;LSOLQE_E;LESCAR Soleil;964.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;1.0;PPDPQB_B;PAU Porte des Pyrénées Quai B;0.0
8;2.0;POEY-DE-LESCAR ZA D817 > IDRON Mairie;42.0;LAVAND_2;Lavandières;458.0
14;1.0;JURANCON Corps Franc Pommiès > BIZANOS Beau Soleil;1.0;JCFP_1/2;JURANCON Corps Franc Pommiès;0.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;4.0;LAPUYA_N;Lapuyade;314.0
8;2.0;POEY-DE-LESCAR ZA D817 > IDRON Mairie;50.0;BELSUN_E;Belsunce;330.0
14;1.0;JURANCON Corps Franc Pommiès > BIZANOS Beau Soleil;12.0;PDEXPO_S;Parc des Expos;422.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;5.0;TOURAS_N;Tourasse;368.0
9;1.0;MORLAAS Communauté de Communes > PAU Rives du Gave;3.0;MARC_1;Marcadet;385.0
14;1.0;JURANCON Corps Franc Pommiès > BIZANOS Beau Soleil;16.0;FACULT_E;Facultés;459.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;6.0;WAGNER_N;Wagner;248.0
9;1.0;MORLAAS Communauté de Communes > PAU Rives du Gave;4.0;MDLSOL_1;Maison de la Solidarité;368.0
14;1.0;JURANCON Corps Franc Pommiès > BIZANOS Beau Soleil;18.0;LSJPER_S;Lycée St John Perse;302.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;7.0;MARCAD_N;Marcadau;446.0
9;1.0;MORLAAS Communauté de Communes > PAU Rives du Gave;14.0;LALAND_1;La Lande;523.0
14;1.0;JURANCON Corps Franc Pommiès > BIZANOS Beau Soleil;20.0;IRIS_E;Iris;460.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;15.0;ANGOT_N;Angot;397.0
9;1.0;MORLAAS Communauté de Communes > PAU Rives du Gave;23.0;FAISAN_1;Faisans;294.0
14;1.0;JURANCON Corps Franc Pommiès > BIZANOS Beau Soleil;22.0;RAMEAU_O;Rameau;157.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;20.0;LABOU_2;Labourie;511.0
9;1.0;MORLAAS Communauté de Communes > PAU Rives du Gave;24.0;BOSQQC_C;PAU Bosquet Quai C;389.0
14;1.0;JURANCON Corps Franc Pommiès > BIZANOS Beau Soleil;27.0;PPDPQB_B;PAU Porte des Pyrénées Quai B;374.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;21.0;ECHATR_N;Erckmann Chatrian;388.0
9;1.0;MORLAAS Communauté de Communes > PAU Rives du Gave;25.0;F-BABE_2;Barthou - Beaumont;374.0
14;1.0;JURANCON Corps Franc Pommiès > PAU Porte des Pyrénées Quai B;2.0;JLPAC_O;JURANCON LP A. Campa;418.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;22.0;CLOHAR_2;Cloharé;352.0
9;1.0;MORLAAS Communauté de Communes > PAU Rives du Gave;27.0;PGDPQD_D;PAU Gare de Pau Quai D;462.0
14;1.0;JURANCON Corps Franc Pommiès > PAU Porte des Pyrénées Quai B;5.0;COUBER_O;Coubertin;301.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;23.0;COUSTE_2;Coustettes;525.0
9;1.0;MORLAAS Communauté de Communes > PAU Rives du Gave;28.0;LACOST_S;Lacoste;331.0
14;1.0;JURANCON Corps Franc Pommiès > PAU Porte des Pyrénées Quai B;6.0;MDJURA_S;Mairie de Jurançon;480.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;26.0;TEULER_2;Teulère;241.0
9;2.0;PAU Rives du Gave > MORLAAS Communauté de Communes;2.0;LHEID_1;L. Heid;613.0
14;1.0;JURANCON Corps Franc Pommiès > PAU Porte des Pyrénées Quai B;7.0;LOLIBE_E;Lolibé;319.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;27.0;PONTER_2;Ponterique;328.0
9;2.0;PAU Rives du Gave > MORLAAS Communauté de Communes;5.0;BONAPA_1;Bonaparte;462.0
14;1.0;JURANCON Corps Franc Pommiès > PAU Porte des Pyrénées Quai B;12.0;PDEXPO_S;Parc des Expos;422.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;28.0;BIDOU_2;Bidou;338.0
9;2.0;PAU Rives du Gave > MORLAAS Communauté de Communes;7.0;BOSQQD_D;PAU Bosquet Quai D;422.0
14;1.0;JURANCON Corps Franc Pommiès > PAU Porte des Pyrénées Quai B;14.0;ESPE_S;ESPE;560.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;37.0;LLAOU_2;Le Laou;423.0
9;2.0;PAU Rives du Gave > MORLAAS Communauté de Communes;8.0;FAISAN_2;Faisans;350.0
14;2.0;BIZANOS Beau Soleil > JURANCON Corps Franc Pommiès;1.0;BBSOLE_1;BIZANOS Beau Soleil;0.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;38.0;LSOLQO_O;LESCAR Soleil;816.0
9;2.0;PAU Rives du Gave > MORLAAS Communauté de Communes;10.0;SJAMME_2;St Jammes;340.0
14;2.0;BIZANOS Beau Soleil > JURANCON Corps Franc Pommiès;3.0;PANORA_N;Panorama;118.0
13;1.0;LESCAR Soleil > PAU  EFS;2.0;SDUMON_E;Santos Dumont;1061.0
9;2.0;PAU Rives du Gave > MORLAAS Communauté de Communes;11.0;NPRINC_S;Norman Prince;421.0
14;2.0;BIZANOS Beau Soleil > JURANCON Corps Franc Pommiès;7.0;PPDPQA_A;PAU Porte des Pyrénées Quai A;1283.0
13;1.0;LESCAR Soleil > PAU  EFS;3.0;LCAVET_O;La Cavette;483.0
9;2.0;PAU Rives du Gave > MORLAAS Communauté de Communes;16.0;PSANTA_2;Pissard Santarelli;572.0
14;2.0;BIZANOS Beau Soleil > JURANCON Corps Franc Pommiès;9.0;LAPUYA_N;Lapuyade;314.0
13;1.0;LESCAR Soleil > PAU  EFS;4.0;PDAMER_O;Prix d'Amérique;413.0
9;2.0;PAU Rives du Gave > MORLAAS Communauté de Communes;18.0;ORBIGN_2;Orbigny;596.0
14;2.0;BIZANOS Beau Soleil > JURANCON Corps Franc Pommiès;15.0;RONSAR_N;Ronsard;329.0
13;1.0;LESCAR Soleil > PAU  EFS;13.0;BIDASS_E;Bidassoa;321.0
9;2.0;PAU Rives du Gave > MORLAAS Communauté de Communes;20.0;BERLAN_2;Berlanne;670.0
14;2.0;BIZANOS Beau Soleil > JURANCON Corps Franc Pommiès;16.0;LSJPER_N;Lycée St John Perse;838.0
13;1.0;LESCAR Soleil > PAU  EFS;19.0;DARSON_S;D'Arsonval;266.0
9;2.0;PAU Rives du Gave > MORLAAS Communauté de Communes;26.0;REMPAR_2;Remparts;338.0
14;2.0;BIZANOS Beau Soleil > JURANCON Corps Franc Pommiès;19.0;CCLERM_O;Collège Clermont;480.0
13;1.0;LESCAR Soleil > PAU  EFS;21.0;CDFLEU_S;Cité des Fleurs;320.0
10;1.0;SAUVAGNON Arzacq > PAU Bosquet Quai F;4.0;CDFOIR_1;Champ de Foire;358.0
14;2.0;BIZANOS Beau Soleil > JURANCON Corps Franc Pommiès;20.0;ESPE_N;ESPE;360.0
13;1.0;LESCAR Soleil > PAU  EFS;24.0;CJDALB_S;Collège J. d'Albret;567.0
10;1.0;SAUVAGNON Arzacq > PAU Bosquet Quai F;7.0;PARISE_1;Pariseau;296.0
14;2.0;BIZANOS Beau Soleil > JURANCON Corps Franc Pommiès;25.0;PDESPA_O;Pont d'Espagne;360.0
13;1.0;LESCAR Soleil > PAU  EFS;25.0;CHP_S;CHP;223.0
10;1.0;SAUVAGNON Arzacq > PAU Bosquet Quai F;12.0;LARLAS_1;Larlas;453.0
14;2.0;BIZANOS Beau Soleil > JURANCON Corps Franc Pommiès;27.0;LOLIBE_O;Lolibé;509.0
13;1.0;LESCAR Soleil > PAU  EFS;26.0;PPDPQD_D;PAU Porte des Pyrénées Quai D;462.0
10;1.0;SAUVAGNON Arzacq > PAU Bosquet Quai F;14.0;VDOSSA_1;Vallée d'Ossau;692.0
14;2.0;BIZANOS Beau Soleil > JURANCON Corps Franc Pommiès;30.0;GUYNEM_2;Guynemer;321.0
13;1.0;LESCAR Soleil > PAU  EFS;29.0;PEBOUE_S;Péboué;199.0
10;1.0;SAUVAGNON Arzacq > PAU Bosquet Quai F;20.0;CDBOQD_D;Catherine de Bourbon Quai D;1012.0
14;2.0;PAU Porte des Pyrénées Quai A > JURANCON Corps Franc Pommiès;1.0;PPDPQA_A;PAU Porte des Pyrénées Quai A;0.0
13;1.0;LESCAR Soleil > PAU  EFS;30.0;FTRIST_N;Flora Tristan;602.0
10;1.0;SAUVAGNON Arzacq > PAU Bosquet Quai F;24.0;MANOIR_1;Manoir;512.0
14;2.0;PAU Porte des Pyrénées Quai A > JURANCON Corps Franc Pommiès;3.0;LAPUYA_N;Lapuyade;314.0
13;1.0;LESCAR Soleil > PAU  EFS;31.0;MDASSO_E;Maison des Associations;342.0
10;1.0;SAUVAGNON Arzacq > PAU Bosquet Quai F;27.0;BOSQQF_F;PAU Bosquet Quai F;140.0
14;2.0;PAU Porte des Pyrénées Quai A > JURANCON Corps Franc Pommiès;6.0;RAMEAU_E;Rameau;402.0
13;1.0;LESCAR Soleil > PAU  EFS;32.0;ASFO_E;ASFO;316.0
10;2.0;PAU Bosquet Quai F > SAUVAGNON Arzacq;7.0;CUNIQA_A;Condorcet - Université Quai A;452.0
14;2.0;PAU Porte des Pyrénées Quai A > JURANCON Corps Franc Pommiès;7.0;SJBAPT_N;St Jean-Baptiste;238.0
13;1.0;LESCAR Soleil > PAU  EFS;36.0;TOURTE_E;Tourterelles;653.0
10;2.0;PAU Bosquet Quai F > SAUVAGNON Arzacq;8.0;CDBOQA_A;Catherine de Bourbon Quai A;416.0
14;2.0;PAU Porte des Pyrénées Quai A > JURANCON Corps Franc Pommiès;10.0;LSJPER_N;Lycée St John Perse;838.0
13;2.0;PAU EFS > LESCAR Soleil;1.0;EFS_1/2;PAU EFS;0.0
10;2.0;PAU Bosquet Quai F > SAUVAGNON Arzacq;9.0;EUROPE_2;Europe;965.0
14;2.0;PAU Porte des Pyrénées Quai A > JURANCON Corps Franc Pommiès;12.0;FACULT_O;Facultés;300.0
13;2.0;PAU EFS > LESCAR Soleil;2.0;TOURTE_O;Tourterelles;560.0
10;2.0;PAU Bosquet Quai F > SAUVAGNON Arzacq;10.0;DDSERS_2;Domaine de Sers;3887.0
14;2.0;PAU Porte des Pyrénées Quai A > JURANCON Corps Franc Pommiès;19.0;PDESPA_O;Pont d'Espagne;360.0
13;2.0;PAU EFS > LESCAR Soleil;4.0;GUILHE_E;Guilhem;583.0
10;2.0;PAU Bosquet Quai F > SAUVAGNON Arzacq;11.0;AYGUEL_2;Ayguelongue;700.0
14;2.0;PAU Porte des Pyrénées Quai A > JURANCON Corps Franc Pommiès;21.0;LOLIBE_O;Lolibé;509.0
13;2.0;PAU EFS > LESCAR Soleil;6.0;ASFO_O;ASFO;249.0
10;2.0;PAU Bosquet Quai F > SAUVAGNON Arzacq;12.0;NNIEME_2;Normandie Niemen;430.0
14;2.0;PAU Porte des Pyrénées Quai A > JURANCON Corps Franc Pommiès;23.0;COUBER_E;Coubertin;423.0
13;2.0;PAU EFS > LESCAR Soleil;8.0;FTRIST_S;Flora Tristan;373.0
10;2.0;PAU Bosquet Quai F > SAUVAGNON Arzacq;16.0;LARLAS_2;Larlas;367.0
14;2.0;PAU Porte des Pyrénées Quai A > JURANCON Corps Franc Pommiès;24.0;GUYNEM_2;Guynemer;321.0
13;2.0;PAU EFS > LESCAR Soleil;13.0;CHP_N;CHP;425.0
10;2.0;PAU Bosquet Quai F > SAUVAGNON Arzacq;18.0;PD4SAI_2;Pl. des 4 Saisons;516.0
16;1.0;MONTARDON Ecole > PAU Bosquet Quai E;7.0;VDOR_1;Val d'Or;226.0
13;2.0;PAU EFS > LESCAR Soleil;16.0;DCARBO_E;De Carbonnières;468.0
10;2.0;PAU Bosquet Quai F > SAUVAGNON Arzacq;22.0;CASCAD_2;Cascade;224.0
16;1.0;MONTARDON Ecole > PAU Bosquet Quai E;10.0;CAFPA_1;Centre AFPA;416.0
13;2.0;PAU EFS > LESCAR Soleil;20.0;TCADQA_A;Tourasse - Cité Administrative Quai A;373.0
10;2.0;PAU Bosquet Quai F > SAUVAGNON Arzacq;24.0;CDFOIR_2;Champ de Foire;471.0
16;1.0;MONTARDON Ecole > PAU Bosquet Quai E;11.0;TURSAN_1;Tursan;238.0
13;2.0;PAU EFS > LESCAR Soleil;22.0;CUNIQA_A;Condorcet - Université Quai A;452.0
10;2.0;PAU Bosquet Quai F > SAUVAGNON Arzacq;25.0;TOUPIS_2;Toupis;322.0
16;1.0;MONTARDON Ecole > PAU Bosquet Quai E;13.0;TOUQUE_1;Touquet;232.0
13;2.0;PAU EFS > LESCAR Soleil;24.0;NPAILL_N;Nelson Paillou;467.0
10;2.0;PAU Bosquet Quai F > SAUVAGNON Arzacq;26.0;VENEZU_2;Vénézuéla;515.0
16;1.0;MONTARDON Ecole > PAU Bosquet Quai E;17.0;FACULT_O;Facultés;300.0
13;2.0;PAU EFS > LESCAR Soleil;29.0;PESQUE_O;Pesqué;983.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;3.0;DISSEZ_1;Dissez;613.0
16;1.0;MONTARDON Ecole > PAU Bosquet Quai E;18.0;CCLERM_O;Collège Clermont;480.0
13;2.0;PAU EFS > LESCAR Soleil;30.0;ESTIEN_O;Estieni;214.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;5.0;SBARTH_1;St Barthélémy;475.0
16;1.0;MONTARDON Ecole > PAU Bosquet Quai E;19.0;REDANU_1;Rhin et Danube;251.0
13;2.0;PAU EFS > LESCAR Soleil;34.0;LCAVET_E;La Cavette;418.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;12.0;BOURDI_1;Bourdieu;505.0
16;1.0;MONTARDON Ecole > PAU Bosquet Quai E;22.0;PASTEU_1;Pasteur;187.0
13;2.0;PAU EFS > LESCAR Soleil;37.0;LSOLQO_O;LESCAR Soleil;168.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;13.0;ZAVGAL_1;ZA Vert Galant;447.0
16;1.0;MONTARDON Ecole > PAU Bosquet Quai E;24.0;GUICHE_1;Guichenné;486.0
14;1.0;JURANCON Corps Franc Pommiès > BIZANOS Beau Soleil;2.0;JLPAC_O;JURANCON LP A. Campa;418.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;15.0;PDOLY_1;Pont d'Oly;266.0
16;1.0;MONTARDON Ecole > PAU Bosquet Quai E;25.0;BOSQQE_E;PAU Bosquet Quai E;132.0
14;1.0;JURANCON Corps Franc Pommiès > BIZANOS Beau Soleil;3.0;JCURIE_1;Joliot Curie;277.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;17.0;CDPRIN_E;Croix du Prince;503.0
16;2.0;PAU Bosquet Quai E > MONTARDON Ecole;1.0;BOSQQE_E;PAU Bosquet Quai E;0.0
14;1.0;JURANCON Corps Franc Pommiès > BIZANOS Beau Soleil;8.0;VALLEE_E;Vallée;440.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;19.0;ROUSSI_E;Roussille;161.0
16;2.0;PAU Bosquet Quai E > MONTARDON Ecole;3.0;F-AALO_2;Alliés - Alsace Lorraine;442.0
14;1.0;JURANCON Corps Franc Pommiès > BIZANOS Beau Soleil;9.0;PDESPA_E;Pont d'Espagne;759.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;20.0;PONTS_1;Ponts;327.0
16;2.0;PAU Bosquet Quai E > MONTARDON Ecole;7.0;FACULT_E;Facultés;459.0
14;1.0;JURANCON Corps Franc Pommiès > BIZANOS Beau Soleil;10.0;HUTTON_S;Hutton;370.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;21.0;GRAMON_1;Pl. Gramont;433.0
16;2.0;PAU Bosquet Quai E > MONTARDON Ecole;10.0;PCIEL_2;Plein Ciel;192.0
14;1.0;JURANCON Corps Franc Pommiès > BIZANOS Beau Soleil;11.0;ROUSS_S;Rousseau;260.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;22.0;VERDQC_C;Pl. Verdun Quai C;275.0
16;2.0;PAU Bosquet Quai E > MONTARDON Ecole;17.0;VDOR_2;Val d'Or;250.0
14;1.0;JURANCON Corps Franc Pommiès > BIZANOS Beau Soleil;13.0;SJOSEP_E;St Joseph;271.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;23.0;PDJUST_1;Palais de Justice;224.0
16;2.0;PAU Bosquet Quai E > MONTARDON Ecole;19.0;DDSERS_2;Domaine de Sers;1371.0
14;1.0;JURANCON Corps Franc Pommiès > BIZANOS Beau Soleil;17.0;CUNIVE_E;Cité Universitaire;260.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;25.0;BOSQQD_D;PAU Bosquet Quai D;372.0
16;2.0;PAU Bosquet Quai E > MONTARDON Ecole;23.0;MECO_1/2;MONTARDON Ecole;524.0
