Ligne;Direction;Description;Séquence;Arrêt;Description;Distance Inter-Arrêts
14;1.0;JURANCON Corps Franc Pommiès > BIZANOS Beau Soleil;19.0;RONSAR_S;Ronsard;800.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;32.0;PPDPQD_D;PAU Porte des Pyrénées Quai D;462.0
17;1.0;UZEIN Aéroport Pau-Pyrénées > PAU Bosquet Quai D;2.0;ALLIAS_1;Allias;794.0
14;1.0;JURANCON Corps Franc Pommiès > BIZANOS Beau Soleil;23.0;MOZART_O;Mozart;434.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;33.0;MOUCHO_S;Cdt Mouchotte;622.0
17;1.0;UZEIN Aéroport Pau-Pyrénées > PAU Bosquet Quai D;4.0;HIALES_1;Hiales;1093.0
14;1.0;JURANCON Corps Franc Pommiès > BIZANOS Beau Soleil;25.0;LAPUYA_S;Lapuyade;308.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;34.0;BDJOIN_2;Bataillon de Joinville;680.0
17;1.0;UZEIN Aéroport Pau-Pyrénées > PAU Bosquet Quai D;5.0;AYOUS_1;Ayous;1091.0
14;1.0;JURANCON Corps Franc Pommiès > BIZANOS Beau Soleil;28.0;SAPINS_O;Sapins;1227.0
11;1.0;GAN Le Neez > IDRON Domaine du Roy;36.0;IDDROY_2;IDRON Domaine du Roy;360.0
17;1.0;UZEIN Aéroport Pau-Pyrénées > PAU Bosquet Quai D;9.0;DDSERS_1;Domaine de Sers;755.0
14;1.0;JURANCON Corps Franc Pommiès > BIZANOS Beau Soleil;29.0;FOUGER_S;Fougères;384.0
11;1.0;GAN Le Neez > SENDETS Mairie;1.0;GLNE_1/2;GAN Le Neez;0.0
17;1.0;UZEIN Aéroport Pau-Pyrénées > PAU Bosquet Quai D;12.0;DAURAT_1;Daurat;229.0
14;1.0;JURANCON Corps Franc Pommiès > BIZANOS Beau Soleil;30.0;BALAIT_S;Balaïtous;471.0
11;1.0;GAN Le Neez > SENDETS Mairie;2.0;BREL_1;Brel;293.0
17;1.0;UZEIN Aéroport Pau-Pyrénées > PAU Bosquet Quai D;13.0;FEUILL_1;Feuillage;220.0
14;1.0;JURANCON Corps Franc Pommiès > BIZANOS Beau Soleil;31.0;BBSOLE_2;BIZANOS Beau Soleil;315.0
11;1.0;GAN Le Neez > SENDETS Mairie;7.0;VILLEF_1;Villefranche;379.0
17;1.0;UZEIN Aéroport Pau-Pyrénées > PAU Bosquet Quai D;14.0;CCDMAI_1;Le Mail;274.0
14;1.0;JURANCON Corps Franc Pommiès > PAU Porte des Pyrénées Quai B;3.0;JCURIE_1;Joliot Curie;277.0
11;1.0;GAN Le Neez > SENDETS Mairie;9.0;FROMAG_1;Fromagerie;2042.0
17;1.0;UZEIN Aéroport Pau-Pyrénées > PAU Bosquet Quai D;17.0;MEON_1;Méon;275.0
14;1.0;JURANCON Corps Franc Pommiès > PAU Porte des Pyrénées Quai B;9.0;PDESPA_E;Pont d'Espagne;759.0
11;1.0;GAN Le Neez > SENDETS Mairie;10.0;ASTOUS_1;Astous;522.0
17;1.0;UZEIN Aéroport Pau-Pyrénées > PAU Bosquet Quai D;18.0;LAFFIT_O;Laffitte;365.0
14;1.0;JURANCON Corps Franc Pommiès > PAU Porte des Pyrénées Quai B;11.0;ROUSS_S;Rousseau;260.0
11;1.0;GAN Le Neez > SENDETS Mairie;12.0;BOURDI_1;Bourdieu;505.0
17;1.0;UZEIN Aéroport Pau-Pyrénées > PAU Bosquet Quai D;21.0;MONTAR_1;Montardon;284.0
14;1.0;JURANCON Corps Franc Pommiès > PAU Porte des Pyrénées Quai B;13.0;SJOSEP_E;St Joseph;271.0
11;1.0;GAN Le Neez > SENDETS Mairie;14.0;BOASIS_1;Belle Oasis;634.0
17;1.0;UZEIN Aéroport Pau-Pyrénées > PAU Bosquet Quai D;25.0;VERDQA_A;Pl. Verdun Quai A;317.0
14;1.0;JURANCON Corps Franc Pommiès > PAU Porte des Pyrénées Quai B;19.0;RONSAR_S;Ronsard;800.0
11;1.0;GAN Le Neez > SENDETS Mairie;18.0;BARTHE_E;Barthe;339.0
17;1.0;UZEIN Aéroport Pau-Pyrénées > PAU Bosquet Quai D;26.0;PDJUST_1;Palais de Justice;255.0
14;1.0;JURANCON Corps Franc Pommiès > PAU Porte des Pyrénées Quai B;20.0;IRIS_E;Iris;460.0
11;1.0;GAN Le Neez > SENDETS Mairie;20.0;PONTS_1;Ponts;327.0
17;2.0;PAU Bosquet Quai C > UZEIN Aéroport Pau-Pyrénées;2.0;LHMEDI_N;Les Halles Médiathèque;448.0
14;1.0;JURANCON Corps Franc Pommiès > PAU Porte des Pyrénées Quai B;21.0;SJBAPT_S;St Jean-Baptiste;449.0
11;1.0;GAN Le Neez > SENDETS Mairie;26.0;FAISAN_2;Faisans;350.0
17;2.0;PAU Bosquet Quai C > UZEIN Aéroport Pau-Pyrénées;6.0;PLAWRE_2;Parc Lawrance;302.0
14;1.0;JURANCON Corps Franc Pommiès > PAU Porte des Pyrénées Quai B;24.0;TOURAS_O;Tourasse;421.0
11;1.0;GAN Le Neez > SENDETS Mairie;32.0;PPDPQD_D;PAU Porte des Pyrénées Quai D;462.0
17;2.0;PAU Bosquet Quai C > UZEIN Aéroport Pau-Pyrénées;8.0;MONTAR_2;Montardon;162.0
14;1.0;JURANCON Corps Franc Pommiès > PAU Porte des Pyrénées Quai B;27.0;PPDPQB_B;PAU Porte des Pyrénées Quai B;374.0
11;1.0;GAN Le Neez > SENDETS Mairie;39.0;SMARC_2;St Marc;437.0
17;2.0;PAU Bosquet Quai C > UZEIN Aéroport Pau-Pyrénées;10.0;FOUCHE_2;Fouchet;318.0
14;2.0;BIZANOS Beau Soleil > JURANCON Corps Franc Pommiès;2.0;EALPHA_E;ESAT Alpha;238.0
11;1.0;GAN Le Neez > SENDETS Mairie;40.0;OUSSER_2;Oussère;467.0
17;2.0;PAU Bosquet Quai C > UZEIN Aéroport Pau-Pyrénées;19.0;HIPPAU_2;Hippodrome;233.0
14;2.0;BIZANOS Beau Soleil > JURANCON Corps Franc Pommiès;4.0;BALAIT_N;Balaïtous;632.0
11;1.0;GAN Le Neez > SENDETS Mairie;44.0;LAPEYR_2;Lapeyrade;365.0
17;2.0;PAU Bosquet Quai C > UZEIN Aéroport Pau-Pyrénées;21.0;AYGUEL_2;Ayguelongue;700.0
14;2.0;BIZANOS Beau Soleil > JURANCON Corps Franc Pommiès;8.0;RPOINT_N;Rond-point;283.0
11;1.0;GAN Le Neez > SENDETS Mairie;45.0;CDBOS_2;Cami dou Bos;661.0
17;2.0;PAU Bosquet Quai C > UZEIN Aéroport Pau-Pyrénées;24.0;AYOUS_2;Ayous;719.0
14;2.0;BIZANOS Beau Soleil > JURANCON Corps Franc Pommiès;11.0;MOZART_E;Mozart;413.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;1.0;IDDROY_1;IDRON Domaine du Roy;0.0
17;2.0;PAU Bosquet Quai C > UZEIN Aéroport Pau-Pyrénées;25.0;HIALES_2;Hiales;1046.0
14;2.0;BIZANOS Beau Soleil > JURANCON Corps Franc Pommiès;12.0;RAMEAU_E;Rameau;402.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;5.0;PPDPQC_C;PAU Porte des Pyrénées Quai C;632.0
17;2.0;PAU Bosquet Quai C > UZEIN Aéroport Pau-Pyrénées;26.0;BRUSCO_2;Bruscos;1005.0
14;2.0;BIZANOS Beau Soleil > JURANCON Corps Franc Pommiès;13.0;SJBAPT_N;St Jean-Baptiste;238.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;7.0;CJDALB_N;Collège J. d'Albret;245.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;2.0;PCMUQD_D;PAU Cité Multimédia Quai D;98.0
14;2.0;BIZANOS Beau Soleil > JURANCON Corps Franc Pommiès;21.0;SJOSEP_O;St Joseph;542.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;8.0;NPRINC_N;Norman Prince;500.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;3.0;PEMPLO_1;Pôle Emploi;400.0
14;2.0;BIZANOS Beau Soleil > JURANCON Corps Franc Pommiès;28.0;MDJURA_N;Mairie de Jurançon;496.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;9.0;SJAMME_1;St Jammes;505.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;4.0;ASFO_O;ASFO;407.0
14;2.0;BIZANOS Beau Soleil > JURANCON Corps Franc Pommiès;29.0;COUBER_E;Coubertin;423.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;16.0;GRAMON_2;Pl. Gramont;233.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;5.0;MDASSO_O;Maison des Associations;241.0
14;2.0;BIZANOS Beau Soleil > JURANCON Corps Franc Pommiès;31.0;JCFP_1/2;JURANCON Corps Franc Pommiès;963.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;17.0;PONTS_2;Ponts;301.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;7.0;MARGUE_1;Marguerites;338.0
14;2.0;PAU Porte des Pyrénées Quai A > JURANCON Corps Franc Pommiès;5.0;MOZART_E;Mozart;413.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;22.0;PDOLY_2;Pont d'Oly;627.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;9.0;RAMEAU_O;Rameau;142.0
14;2.0;PAU Porte des Pyrénées Quai A > JURANCON Corps Franc Pommiès;8.0;IRIS_O;Iris;476.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;24.0;ZAVGAL_2;ZA Vert Galant;652.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;10.0;MOZART_O;Mozart;434.0
14;2.0;PAU Porte des Pyrénées Quai A > JURANCON Corps Franc Pommiès;11.0;CUNIVE_O;Cité Universitaire;330.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;27.0;ASTOUS_2;Astous;399.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;12.0;WAGNER_N;Wagner;248.0
14;2.0;PAU Porte des Pyrénées Quai A > JURANCON Corps Franc Pommiès;13.0;CCLERM_O;Collège Clermont;480.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;28.0;FROMAG_2;Fromagerie;570.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;13.0;MARCAD_O;Marcadau;398.0
14;2.0;PAU Porte des Pyrénées Quai A > JURANCON Corps Franc Pommiès;15.0;SJOSEP_O;St Joseph;542.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;30.0;VILLEF_2;Villefranche;264.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;15.0;JVERNE_N;Jules Verne;334.0
14;2.0;PAU Porte des Pyrénées Quai A > JURANCON Corps Franc Pommiès;18.0;HUTTON_N;Hutton;253.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;33.0;BROCA_2;Broca;369.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;17.0;CADIER_1;Pasteur Cadier;154.0
14;2.0;PAU Porte des Pyrénées Quai A > JURANCON Corps Franc Pommiès;20.0;VALLEE_O;Vallée;754.0
11;2.0;IDRON Domaine du Roy > GAN Le Neez;36.0;GLNE_1/2;GAN Le Neez;439.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;27.0;BARTHE_O;Barthe;233.0
14;2.0;PAU Porte des Pyrénées Quai A > JURANCON Corps Franc Pommiès;22.0;MDJURA_N;Mairie de Jurançon;496.0
11;2.0;SENDETS Mairie > GAN Le Neez;9.0;LCAMP_1;Le Camp;410.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;30.0;DLFONT_2;De La Fontaine;331.0
14;2.0;PAU Porte des Pyrénées Quai A > JURANCON Corps Franc Pommiès;25.0;JCFP_1/2;JURANCON Corps Franc Pommiès;963.0
11;2.0;SENDETS Mairie > GAN Le Neez;11.0;IDDROY_1;IDRON Domaine du Roy;414.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;31.0;MDJURA_N;Mairie de Jurançon;303.0
16;1.0;MONTARDON Ecole > PAU Bosquet Quai E;1.0;MECO_1/2;MONTARDON Ecole;0.0
11;2.0;SENDETS Mairie > GAN Le Neez;16.0;CHP_N;CHP;425.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;32.0;COUBER_E;Coubertin;423.0
16;1.0;MONTARDON Ecole > PAU Bosquet Quai E;4.0;AYGUEL_1;Ayguelongue;1430.0
11;2.0;SENDETS Mairie > GAN Le Neez;17.0;CJDALB_N;Collège J. d'Albret;245.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;10.0;BARTHE_E;Barthe;339.0
16;1.0;MONTARDON Ecole > PAU Bosquet Quai E;6.0;HIPPAU_1;Hippodrome;1334.0
11;2.0;SENDETS Mairie > GAN Le Neez;19.0;SJAMME_1;St Jammes;505.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;12.0;MONNAI_S;Pl. de la Monnaie;453.0
16;1.0;MONTARDON Ecole > PAU Bosquet Quai E;8.0;DAURAT_1;Daurat;229.0
11;2.0;SENDETS Mairie > GAN Le Neez;20.0;EVII_1;Edouard VII;354.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;13.0;PGDPQA_A;PAU Gare de Pau Quai A;480.0
16;1.0;MONTARDON Ecole > PAU Bosquet Quai E;21.0;CARNOT_1;Carnot;401.0
11;2.0;SENDETS Mairie > GAN Le Neez;21.0;FAISAN_1;Faisans;294.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;16.0;BOSQQD_D;PAU Bosquet Quai D;422.0
16;2.0;PAU Bosquet Quai E > MONTARDON Ecole;2.0;F-HDES_2;Les Halles - Despourrins;125.0
11;2.0;SENDETS Mairie > GAN Le Neez;25.0;VERDQD_D;Pl. Verdun Quai D;253.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;17.0;F-HDES_2;Les Halles - Despourrins;440.0
16;2.0;PAU Bosquet Quai E > MONTARDON Ecole;4.0;ABREMO_2;Abbé Brémond;436.0
11;2.0;SENDETS Mairie > GAN Le Neez;30.0;CDPRIN_O;Croix du Prince;303.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;18.0;F-AALO_2;Alliés - Alsace Lorraine;442.0
16;2.0;PAU Bosquet Quai E > MONTARDON Ecole;5.0;REDANU_2;Rhin et Danube;312.0
11;2.0;SENDETS Mairie > GAN Le Neez;33.0;BOASIS_2;Belle Oasis;306.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;23.0;CORISA_2;Corisande;334.0
16;2.0;PAU Bosquet Quai E > MONTARDON Ecole;11.0;TOUQUE_2;Touquet;246.0
11;2.0;SENDETS Mairie > GAN Le Neez;42.0;SBARTH_2;St Barthélémy;298.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;26.0;TOURAS_S;Tourasse;219.0
16;2.0;PAU Bosquet Quai E > MONTARDON Ecole;12.0;VELLED_N;Velleda;290.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;4.0;LLAOU_1;Le Laou;873.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;36.0;PCMUQB_B;PAU Cité Multimédia Quai B;246.0
16;2.0;PAU Bosquet Quai E > MONTARDON Ecole;14.0;CAFPA_2;Centre AFPA;275.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;6.0;PEURAL_1;Euralis;870.0
B;1.0;PAU Bosquet Quai C > LONS Perlic;2.0;F-HDES_2;Les Halles - Despourrins;304.0
16;2.0;PAU Bosquet Quai E > MONTARDON Ecole;15.0;ADER_2;Ader;392.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;7.0;AUBEPI_1;Aubépines;504.0
B;1.0;PAU Bosquet Quai C > LONS Perlic;8.0;SJOSEP_E;St Joseph;323.0
16;2.0;PAU Bosquet Quai E > MONTARDON Ecole;18.0;HIPPAU_2;Hippodrome;233.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;9.0;SATAO_O;Satao;401.0
B;1.0;PAU Bosquet Quai C > LONS Perlic;13.0;MEON_2;Méon;313.0
16;2.0;PAU Bosquet Quai E > MONTARDON Ecole;21.0;LAGRIC_2;Lycée Agricole;1281.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;19.0;AUBISQ_1;Aubisque;231.0
B;1.0;PAU Bosquet Quai C > LONS Perlic;14.0;SJULIE_2;St Julien;326.0
17;1.0;UZEIN Aéroport Pau-Pyrénées > PAU Bosquet Quai D;1.0;UAPP_1/2;UZEIN Aéroport Pau Pyrénées;0.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;20.0;COUSTE_1;Coustettes;397.0
B;1.0;PAU Bosquet Quai C > LONS Perlic;19.0;VDOR_2;Val d'Or;250.0
17;1.0;UZEIN Aéroport Pau-Pyrénées > PAU Bosquet Quai D;3.0;BRUSCO_1;Bruscos;697.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;22.0;ECHATR_S;Erckmann Chatrian;289.0
B;2.0;LONS Perlic > PAU Bosquet Quai C;2.0;PSUD_E;Perlic Sud;505.0
17;1.0;UZEIN Aéroport Pau-Pyrénées > PAU Bosquet Quai D;6.0;LDBEAR_1;Luy de Béarn;734.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;27.0;VELLED_S;Velleda;463.0
B;2.0;LONS Perlic > PAU Bosquet Quai C;5.0;PLONG_1;Pont Long;377.0
17;1.0;UZEIN Aéroport Pau-Pyrénées > PAU Bosquet Quai D;7.0;NNIEME_1;Normandie Niemen;523.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;30.0;CDBOQE_E;Catherine de Bourbon Quai E;231.0
B;2.0;LONS Perlic > PAU Bosquet Quai C;7.0;VDOR_1;Val d'Or;327.0
17;1.0;UZEIN Aéroport Pau-Pyrénées > PAU Bosquet Quai D;10.0;HIPPAU_1;Hippodrome;1334.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;33.0;CDPARI_O;Commune de Paris;358.0
B;2.0;LONS Perlic > PAU Bosquet Quai C;17.0;MONTAR_1;Montardon;284.0
17;1.0;UZEIN Aéroport Pau-Pyrénées > PAU Bosquet Quai D;19.0;FOUCHE_1;Fouchet;348.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;34.0;CDAGRI_S;Chambre d'Agriculture;344.0
B;2.0;LONS Perlic > PAU Bosquet Quai C;18.0;SJOSEP_O;St Joseph;269.0
17;1.0;UZEIN Aéroport Pau-Pyrénées > PAU Bosquet Quai D;20.0;LABOUR_1;Labourdette;225.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;35.0;COURTE_S;Courteault;257.0
B;2.0;LONS Perlic > PAU Bosquet Quai C;23.0;GUICHE_1;Guichenné;349.0
17;1.0;UZEIN Aéroport Pau-Pyrénées > PAU Bosquet Quai D;24.0;PHOEBU_1;Gaston Phoebus;294.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;36.0;MARCAD_S;Marcadau;226.0
B;2.0;LONS Perlic > PAU Bosquet Quai C;24.0;BOSQQC_C;PAU Bosquet Quai C;545.0
17;1.0;UZEIN Aéroport Pau-Pyrénées > PAU Bosquet Quai D;27.0;GUICHE_1;Guichenné;349.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;37.0;WAGNER_S;Wagner;462.0
C;1.0;PAU Bosquet Quai C > LESCAR Soleil;1.0;BOSQQC_C;PAU Bosquet Quai C;0.0
17;1.0;UZEIN Aéroport Pau-Pyrénées > PAU Bosquet Quai D;28.0;BOSQQD_D;PAU Bosquet Quai D;372.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;39.0;LAPUYA_S;Lapuyade;412.0
C;1.0;PAU Bosquet Quai C > LESCAR Soleil;5.0;VERDQD_D;Pl. Verdun Quai D;253.0
17;2.0;PAU Bosquet Quai C > UZEIN Aéroport Pau-Pyrénées;1.0;BOSQQC_C;PAU Bosquet Quai C;0.0
12;1.0;LESCAR Quartier Libre > PAU Porte des Pyrénées Quai B;40.0;RPOINT_S;Rond-point;259.0
C;1.0;PAU Bosquet Quai C > LESCAR Soleil;6.0;GRAMON_2;Pl. Gramont;233.0
17;2.0;PAU Bosquet Quai C > UZEIN Aéroport Pau-Pyrénées;3.0;PDJUST_2;Palais de Justice;369.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;2.0;PPDPQA_A;PAU Porte des Pyrénées Quai A;532.0
C;1.0;PAU Bosquet Quai C > LESCAR Soleil;9.0;JDBILL_2;Jardins de Billère;877.0
17;2.0;PAU Bosquet Quai C > UZEIN Aéroport Pau-Pyrénées;4.0;VERDQB_B;Pl. Verdun Quai B;247.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;10.0;CDPARI_E;Commune de Paris;232.0
C;1.0;PAU Bosquet Quai C > LESCAR Soleil;11.0;BLACAS_2;Lacassagne;526.0
17;2.0;PAU Bosquet Quai C > UZEIN Aéroport Pau-Pyrénées;5.0;PHOEBU_2;Gaston Phoebus;262.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;11.0;CUNIQA_A;Condorcet - Université Quai A;452.0
C;2.0;LESCAR Soleil > PAU Bosquet Quai C;2.0;REBEQU_1;Rebeque;1028.0
17;2.0;PAU Bosquet Quai C > UZEIN Aéroport Pau-Pyrénées;13.0;SJULIE_2;St Julien;326.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;12.0;CDBOQA_A;Catherine de Bourbon Quai A;416.0
C;2.0;LESCAR Soleil > PAU Bosquet Quai C;4.0;LAMARQ_1;Lamarque;397.0
17;2.0;PAU Bosquet Quai C > UZEIN Aéroport Pau-Pyrénées;16.0;FEUILL_2;Feuillage;261.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;14.0;CITEAU_N;Cîteaux;225.0
C;2.0;LESCAR Soleil > PAU Bosquet Quai C;7.0;MDBILL_S;Mairie de Billère;420.0
17;2.0;PAU Bosquet Quai C > UZEIN Aéroport Pau-Pyrénées;17.0;DAURAT_2;Daurat;205.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;17.0;TAINE_2;Taine;375.0
C;2.0;LESCAR Soleil > PAU Bosquet Quai C;12.0;VERDQC_C;Pl. Verdun Quai C;275.0
17;2.0;PAU Bosquet Quai C > UZEIN Aéroport Pau-Pyrénées;18.0;VDOR_2;Val d'Or;250.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;18.0;OSSAU_2;Ossau;304.0
C;2.0;LESCAR Soleil > PAU Bosquet Quai C;15.0;BOSQQC_C;PAU Bosquet Quai C;545.0
17;2.0;PAU Bosquet Quai C > UZEIN Aéroport Pau-Pyrénées;23.0;LDBEAR_2;Luy de Béarn;649.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;29.0;CFLEU_2;Clos Fleuri;435.0
COXI;1.0;Coxitis Pl. Verdun Camou > Pl. Verdun Camou;1.0;VCAMOU;Pl. Verdun Camou;0.0
17;2.0;PAU Bosquet Quai C > UZEIN Aéroport Pau-Pyrénées;27.0;ALLIAS_2;Allias;576.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;31.0;LHOURQ_2;La Hourquie;445.0
COXI;1.0;Coxitis Pl. Verdun Camou > Pl. Verdun Camou;2.0;GTOUR;Grand Tour;290.0
17;2.0;PAU Bosquet Quai C > UZEIN Aéroport Pau-Pyrénées;28.0;UAPP_1/2;UZEIN Aéroport Pau Pyrénées;788.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;33.0;CHARRE_N;Charreteur;518.0
COXI;1.0;Coxitis Pl. Verdun Camou > Pl. Verdun Camou;6.0;CPAU;Château de Pau;195.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;14.0;CORISA_1;Corisande;287.0
12;2.0;PAU Porte des Pyrénées Quai B > LESCAR Quartier Libre;39.0;LQLIQO_O;LESCAR Quartier Libre;371.0
COXI;1.0;Coxitis Pl. Verdun Camou > Pl. Verdun Camou;7.0;SMART_S;St Martin;118.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;20.0;F-HDES_1;Les Halles - Despourrins;345.0
13;1.0;LESCAR Soleil > PAU  EFS;8.0;ESTIEN_E;Estieni;960.0
COXI;1.0;Coxitis Pl. Verdun Camou > Pl. Verdun Camou;9.0;PPYRE_S;Palais des Pyrénées;235.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;29.0;CGABAR_2;Collège E. Gabard;599.0
13;1.0;LESCAR Soleil > PAU  EFS;9.0;PESQUE_E;Pesqué;242.0
COXI;1.0;Coxitis Pl. Verdun Camou > Pl. Verdun Camou;12.0;BOSQQB_B;Pl. d'Espagne - Bosquet Quai B;226.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;33.0;GUYNEM_2;Guynemer;321.0
13;1.0;LESCAR Soleil > PAU  EFS;10.0;MEDIAT_S;Médiathèque;799.0
COXI;1.0;Coxitis Pl. Verdun Camou > Pl. Verdun Camou;13.0;F-HDES_2;Les Halles - Despourrins;164.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;1.0;JCFP_1/2;JURANCON Corps Franc Pommiès;0.0
13;1.0;LESCAR Soleil > PAU  EFS;11.0;SANTON_S;Santona;793.0
COXI;1.0;Coxitis Pl. Verdun Camou > Pl. Verdun Camou;16.0;PASTEU_1;Pasteur;187.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;2.0;JLPAC_O;JURANCON LP A. Campa;418.0
13;1.0;LESCAR Soleil > PAU  EFS;14.0;NPAILL_S;Nelson Paillou;365.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;1.0;CSTO_1/2;PAU CST Jean Feger;0.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;8.0;CGABAR_1;Collège E. Gabard;310.0
13;1.0;LESCAR Soleil > PAU  EFS;15.0;LSJPER_S;Lycée St John Perse;468.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;2.0;STAP_1;STAP;293.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;9.0;CDPRIN_E;Croix du Prince;503.0
13;1.0;LESCAR Soleil > PAU  EFS;17.0;CDPARI_O;Commune de Paris;358.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;6.0;PSANTA_1;Pissard Santarelli;487.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;19.0;CMARZE_2;Clinique Marzet;228.0
13;1.0;LESCAR Soleil > PAU  EFS;18.0;TCADQD_D;Tourasse - Cité Administrative Quai D;344.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;7.0;PSDHAM_1;PAU Stades du Hameau;406.0
